Attaching to radarcphadoopstack_radar-backend-stream_1
[36mradar-backend-stream_1     |[0m ===> Waiting RADAR-CNS topics ... 
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-2] (StreamThread.java:536) - stream-thread [StreamThread-2] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-4] (StreamThread.java:536) - stream-thread [StreamThread-4] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-5] (StreamThread.java:536) - stream-thread [StreamThread-5] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-7] (StreamThread.java:536) - stream-thread [StreamThread-7] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-6] (StreamThread.java:536) - stream-thread [StreamThread-6] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:07:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-0] (Monitor.java:57) - 0 records have been read from android_empatica_e4_acceleration (org.radarcns.empatica.streams.E4Acceleration)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-1] (Monitor.java:57) - 0 records have been read from android_empatica_e4_battery_level (org.radarcns.empatica.streams.E4BatteryLevel)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-2] (Monitor.java:57) - 0 records have been read from android_empatica_e4_blood_volume_pulse (org.radarcns.empatica.streams.E4BloodVolumePulse)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-3] (Monitor.java:57) - 0 records have been read from android_empatica_e4_electrodermal_activity (org.radarcns.empatica.streams.E4ElectroDermalActivity)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-4] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4HeartRate)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-5] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4InterBeatInterval)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:17 UTC]  INFO [Timer-6] (Monitor.java:57) - 0 records have been read from android_empatica_e4_temperature (org.radarcns.empatica.streams.E4Temperature)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-3] (StreamThread.java:536) - stream-thread [StreamThread-3] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-1] (StreamThread.java:536) - stream-thread [StreamThread-1] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-2] (StreamThread.java:536) - stream-thread [StreamThread-2] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-5] (StreamThread.java:536) - stream-thread [StreamThread-5] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-4] (StreamThread.java:536) - stream-thread [StreamThread-4] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-7] (StreamThread.java:536) - stream-thread [StreamThread-7] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-6] (StreamThread.java:536) - stream-thread [StreamThread-6] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-0] (Monitor.java:57) - 0 records have been read from android_empatica_e4_acceleration (org.radarcns.empatica.streams.E4Acceleration)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-1] (Monitor.java:57) - 0 records have been read from android_empatica_e4_battery_level (org.radarcns.empatica.streams.E4BatteryLevel)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-2] (Monitor.java:57) - 0 records have been read from android_empatica_e4_blood_volume_pulse (org.radarcns.empatica.streams.E4BloodVolumePulse)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-3] (Monitor.java:57) - 0 records have been read from android_empatica_e4_electrodermal_activity (org.radarcns.empatica.streams.E4ElectroDermalActivity)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-4] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4HeartRate)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-5] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4InterBeatInterval)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:47 UTC]  INFO [Timer-6] (Monitor.java:57) - 0 records have been read from android_empatica_e4_temperature (org.radarcns.empatica.streams.E4Temperature)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-3] (StreamThread.java:536) - stream-thread [StreamThread-3] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-1] (StreamThread.java:536) - stream-thread [StreamThread-1] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-2] (StreamThread.java:536) - stream-thread [StreamThread-2] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-5] (StreamThread.java:536) - stream-thread [StreamThread-5] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-4] (StreamThread.java:536) - stream-thread [StreamThread-4] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-6] (StreamThread.java:536) - stream-thread [StreamThread-6] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-7] (StreamThread.java:536) - stream-thread [StreamThread-7] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:08:48 UTC]  INFO [StreamThread-7] (StreamThread.java:573) - stream-thread [StreamThread-7] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-0] (Monitor.java:57) - 0 records have been read from android_empatica_e4_acceleration (org.radarcns.empatica.streams.E4Acceleration)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-1] (Monitor.java:57) - 0 records have been read from android_empatica_e4_battery_level (org.radarcns.empatica.streams.E4BatteryLevel)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-2] (Monitor.java:57) - 0 records have been read from android_empatica_e4_blood_volume_pulse (org.radarcns.empatica.streams.E4BloodVolumePulse)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-3] (Monitor.java:57) - 0 records have been read from android_empatica_e4_electrodermal_activity (org.radarcns.empatica.streams.E4ElectroDermalActivity)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-4] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4HeartRate)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-5] (Monitor.java:57) - 0 records have been read from android_empatica_e4_inter_beat_interval (org.radarcns.empatica.streams.E4InterBeatInterval)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:17 UTC]  INFO [Timer-6] (Monitor.java:57) - 0 records have been read from android_empatica_e4_temperature (org.radarcns.empatica.streams.E4Temperature)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-3] (StreamThread.java:536) - stream-thread [StreamThread-3] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-3] (StreamThread.java:573) - stream-thread [StreamThread-3] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-1] (StreamThread.java:536) - stream-thread [StreamThread-1] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-1] (StreamThread.java:573) - stream-thread [StreamThread-1] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-2] (StreamThread.java:536) - stream-thread [StreamThread-2] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-2] (StreamThread.java:573) - stream-thread [StreamThread-2] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-5] (StreamThread.java:536) - stream-thread [StreamThread-5] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-5] (StreamThread.java:573) - stream-thread [StreamThread-5] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-4] (StreamThread.java:536) - stream-thread [StreamThread-4] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-4] (StreamThread.java:573) - stream-thread [StreamThread-4] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-6] (StreamThread.java:536) - stream-thread [StreamThread-6] Committing all tasks because the commit interval 30000ms has elapsed (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_0 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_1 (org.apache.kafka.streams.processor.internals.StreamThread)
[36mradar-backend-stream_1     |[0m [2017-02-06 15:09:18 UTC]  INFO [StreamThread-6] (StreamThread.java:573) - stream-thread [StreamThread-6] Committing task 0_2 (org.apache.kafka.streams.processor.internals.StreamThread)
